'Planner', 'Visualization',Simulation_Time,'Max nr of acs in grid', 'dt', 'Nr Spawned acs', 'Avg nr of acs in grid',Mean t CBS',Max_t_alg, 'Total time',Average_route_time_per_ac,Max_route_time_per_ac,'Average route length per ac','Max route length per ac',,,CoV TTT,CoV ARA,CoV MRT,CoV MAT,,,,,
Distributed,FALSE,150.5,6,0.5,80,4.76744186,0.003813718,0.026170731,10.14190245,9.46875,17,18.9375,34,,2,0.016637807,0.037859326,0.162286802,0.094689611,,0.082357168,25,,
Distributed,FALSE,144,6,0.5,80,4.753472222,0.003735033,0.019872189,8.333935022,9.05625,16,18.1125,32,,3,0.022105573,0.028881526,0.116308106,0.200629526,,,,,
Distributed,FALSE,147,6,0.5,80,4.816326531,0.003435052,0.023971796,8.22895956,9.35,15,18.7,30,,4,0.018063119,0.025486918,0.097108254,0.168216688,,,,,
Distributed,FALSE,153.5,6,0.5,80,4.765472313,0.003942069,0.027206898,9.725289106,9.64375,21,19.2875,42,,5,0.024690123,0.030139017,0.171419826,0.148370673,,,,,
Distributed,FALSE,144,6,0.5,80,4.694444444,0.003695849,0.031683207,8.223945856,8.95,15,17.9,30,,6,0.025308355,0.031197045,0.160177416,0.159851728,,,,,
Distributed,FALSE,153,6,0.5,80,4.735294118,0.003622452,0.021939278,9.186966658,9.55625,15,19.1125,30,,7,0.026697171,0.03111653,0.150740286,0.163633718,,,,,
Distributed,FALSE,154.5,6,0.5,80,4.822006472,0.003869565,0.019947767,8.980799198,9.8125,19.5,19.625,39,,8,0.028491162,0.034855762,0.154515743,0.176556094,,,,,
Distributed,FALSE,144,6,0.5,80,4.763888889,0.004286314,0.037664652,8.352805853,9.075,14.5,18.15,29,,9,0.029175049,0.03417457,0.152126191,0.222524882,,,,,
Distributed,FALSE,154.5,6,0.5,80,4.572815534,0.004010862,0.029626369,8.819881678,9.33125,15,18.6625,30,,10,0.030107025,0.032218431,0.146709886,0.210623722,,,,,
Distributed,FALSE,158.5,6,0.5,81,4.697160883,0.004362553,0.024866581,8.815768957,9.691358025,22,19.38271605,44,,11,0.033998015,0.032700531,0.171276761,0.202324297,,,,,
Distributed,FALSE,150.5,6,0.5,80,4.687707641,0.003756776,0.018915415,10.7090435,9.31875,19,18.6375,38,,12,0.032419445,0.031209514,0.166235882,0.215439129,,,,,
Distributed,FALSE,154,6,0.5,80,4.545454545,0.003683144,0.015961647,8.75174427,9.25,17.5,18.5,35,,13,0.031808119,0.030060079,0.159036787,0.239458298,,,,,
Distributed,FALSE,152,6,0.5,80,4.746710526,0.003966511,0.019507885,8.287533045,9.51875,16.5,19.0375,33,,14,0.030671266,0.029268519,0.15321722,0.241784327,,,,,
Distributed,FALSE,150,6,0.5,80,4.553333333,0.004046112,0.024489164,10.51734471,9.0375,16.5,18.075,33,,15,0.029574568,0.029616897,0.14799531,0.233209881,,,,,
Distributed,FALSE,151,6,0.5,80,4.516556291,0.003878673,0.01695919,8.736026525,9.025,13.5,18.05,27,,16,0.028579154,0.02985972,0.153348086,0.243531659,,,,,
Distributed,FALSE,155.5,6,0.5,80,4.726688103,0.004384883,0.033982277,9.043346643,9.6875,15.5,19.375,31,,17,0.028764715,0.030412903,0.150042853,0.249021457,,,,,
Distributed,FALSE,159.5,6,0.5,81,4.73354232,0.006196704,0.033001661,11.23400545,9.820987654,19,19.64197531,38,,18,0.030947695,0.031831894,0.148344161,0.249074248,,,,,
Distributed,FALSE,153,6,0.5,80,4.614379085,0.004153703,0.017921448,8.919496059,9.325,16,18.65,32,,19,0.030170866,0.030957442,0.144833931,0.25508292,,,,,
Distributed,FALSE,150,6,0.5,80,4.693333333,0.00412402,0.023648024,8.638810396,9.3,14,18.6,28,,20,0.02944897,0.030179214,0.146668635,0.249183781,,,,,
Distributed,FALSE,143,6,0.5,80,4.699300699,0.0069791,0.064577341,11.13002157,8.9,16,17.8,32,,21,0.031181036,0.031380032,0.143365603,0.394803608,,,,,
Distributed,FALSE,147,6,0.5,80,4.663265306,0.003902928,0.024893045,8.488058805,9.06875,17,18.1375,34,,22,0.030962023,0.031274735,0.139862136,0.386797382,,,,,
Distributed,FALSE,148.5,6,0.5,80,4.794612795,0.004611437,0.021977901,9.813542128,9.4,19.5,18.8,39,,23,0.03042622,0.030590361,0.14053756,0.382606947,,,,,
Distributed,FALSE,147,6,0.5,80,4.833333333,0.006655694,0.022868872,10.55947185,9.38125,19,18.7625,38,,24,0.03019169,0.029932957,0.139556079,0.377360788,,,,,
Distributed,FALSE,149.5,6,0.5,81,4.461538462,0.003592478,0.020485163,8.994016886,8.734567901,13.5,17.4691358,27,,25,0.029592344,0.032051751,0.143194141,0.375390684,,,,,
Distributed,FALSE,152,6,0.5,80,4.950657895,0.003834009,0.023941994,8.938505888,9.90625,17,19.8125,34,,26,0.029054101,0.033763121,0.140248472,0.369324049,,,,,
Distributed,FALSE,146.5,6,0.5,80,4.641638225,0.005484963,0.057009697,9.169126987,9,16,18,32,,27,0.028973928,0.033845014,0.137932916,0.410623576,,,,,
Distributed,FALSE,143.5,6,0.5,80,4.898954704,0.00467589,0.028057098,9.827747822,9.2875,15,18.575,30,,28,0.029756484,0.033221955,0.137095369,0.40251633,,,,,
Distributed,FALSE,152,6,0.5,81,4.855263158,0.004941989,0.020932913,9.548512697,9.611111111,14,19.22222222,28,,29,0.029301221,0.033110241,0.138414798,0.400738064,,,,,
Distributed,FALSE,151.5,6,0.5,80,4.795379538,0.003601065,0.02175498,8.721657038,9.58125,14.5,19.1625,29,,30,0.028828306,0.03288295,0.138323869,0.397908512,,,,,
Distributed,FALSE,149.5,6,0.5,80,4.695652174,0.00391767,0.025943995,10.25133061,9.275,13.5,18.55,27,,31,0.028361076,0.032357947,0.14049748,0.391661726,,,,,
Distributed,FALSE,146.5,6,0.5,80,4.788395904,0.004141648,0.024615765,9.916833639,9.26875,16.5,18.5375,33,,32,0.028258265,0.03186231,0.138179236,0.386523973,,,,,
Distributed,FALSE,148.5,6,0.5,80,4.838383838,0.004319031,0.024347067,8.376399279,9.48125,17,18.9625,34,,33,0.02788228,0.031469383,0.13602194,0.381763697,,,,,
Distributed,FALSE,153.5,6,0.5,80,4.599348534,0.003684375,0.034757137,10.48130774,9.325,19,18.65,38,,34,0.0277227,0.030990647,0.136153188,0.376186433,,,,,
Distributed,FALSE,151.5,6,0.5,80,4.95379538,0.005538873,0.021323204,8.998251438,9.88125,14.5,19.7625,29,,35,0.027348224,0.032036001,0.136048803,0.374456967,,,,,
Distributed,FALSE,144.5,6,0.5,80,4.76816609,0.004452211,0.028784037,8.602677584,9.1125,17,18.225,34,,36,0.027708943,0.0318832,0.134100745,0.368500305,,,,,
Distributed,FALSE,143.5,6,0.5,80,4.846689895,0.004129886,0.023887157,10.05422378,9.19375,13.5,18.3875,27,,37,0.028271744,0.031562955,0.13601138,0.364836032,,,,,
Distributed,FALSE,153.5,6,0.5,80,4.302931596,0.003458168,0.025380611,8.428096771,8.75625,14,17.5125,28,,38,0.028149409,0.032799772,0.13662445,0.360423972,,,,,
Distributed,FALSE,155,6,0.5,80,4.496774194,0.004138287,0.030928612,9.60579443,9.2125,16,18.425,32,,39,0.028274044,0.032433187,0.134890492,0.355115731,,,,,
Distributed,FALSE,154.5,6,0.5,80,4.925566343,0.006796877,0.03344059,10.44663,10.0125,14.5,20.025,29,,40,0.028276955,0.034024696,0.134588374,0.350560005,,,,,
Distributed,FALSE,151,6,0.5,80,4.622516556,0.004813259,0.020435095,9.336701393,9.225,17,18.45,34,,41,0.027930692,0.033661352,0.132958823,0.350253272,,,,,
Distributed,FALSE,145,6,0.5,80,4.768965517,0.004326542,0.025929451,9.314907789,9.14375,16,18.2875,32,,42,0.028122664,0.033417455,0.131386304,0.346248624,,,,,
Distributed,FALSE,152,6,0.5,81,4.792763158,0.005283617,0.02093935,9.582802534,9.49382716,25,18.98765432,50,,43,0.027846557,0.033109384,0.151965844,0.345447461,,,,,
Distributed,FALSE,152,6,0.5,80,4.730263158,0.003592506,0.021405935,9.618126869,9.4875,16.5,18.975,33,,44,0.027577932,0.032801414,0.150173344,0.344211164,,,,,
Distributed,FALSE,156,6,0.5,80,4.689102564,0.00412238,0.017932415,8.728388309,9.64375,16,19.2875,32,,45,0.027848512,0.032764695,0.148590634,0.346158353,,,,,
Distributed,FALSE,149,6,0.5,80,4.94295302,0.004911662,0.026913881,9.06896925,9.70625,17,19.4125,34,,46,0.027571502,0.032865336,0.146910974,0.342135844,,,,,
Distributed,FALSE,147,6,0.5,80,4.557823129,0.004046038,0.016954899,10.0133307,8.875,14,17.75,28,,47,0.027465953,0.033389605,0.147354063,0.344965239,,,,,
Distributed,FALSE,145.5,6,0.5,80,4.907216495,0.004093127,0.021445751,8.809292078,9.425,16,18.85,32,,48,0.027561642,0.033050315,0.14588411,0.343532985,,,,,
Distributed,FALSE,153.5,6,0.5,80,4.583061889,0.004300219,0.030394554,9.025170326,9.29375,15,18.5875,30,,49,0.027452334,0.032717484,0.145094072,0.339617341,,,,,
Distributed,FALSE,149.5,6,0.5,80,4.856187291,0.004449501,0.018665791,10.34551406,9.575,17.5,19.15,35,,50,0.027180345,0.032553328,0.143753799,0.34048692,,,,,
Distributed,FALSE,142.5,6,0.5,80,4.852631579,0.0045327,0.022933245,8.650331736,9.14375,15.5,18.2875,31,,51,0.027864753,0.032386445,0.142646273,0.338234978,,,,,
Distributed,FALSE,148,6,0.5,80,4.597972973,0.003901027,0.024060726,8.443479776,9.00625,13.5,18.0125,27,,52,0.027659196,0.032481644,0.143767319,0.335507115,,,,,
Distributed,FALSE,152,6,0.5,80,4.6875,0.002093819,0.015719652,4.370282412,9.40625,15.5,18.8125,31,,53,0.027448475,0.032178833,0.142663701,0.339117758,,,,,
Distributed,FALSE,149.5,6,0.5,80,4.929765886,0.00505849,0.023950577,11.73536253,9.7125,16,19.425,32,,54,0.027193757,0.032309269,0.141373939,0.33644694,,,,,
Distributed,FALSE,149,6,0.5,80,4.859060403,0.005053004,0.026660204,9.919769287,9.55,17.5,19.1,35,,55,0.026958743,0.032130121,0.140237228,0.333120168,,,,,
Distributed,FALSE,156,6,0.5,80,4.653846154,0.004453292,0.033096313,9.789512157,9.575,14.5,19.15,29,,56,0.027227514,0.031984409,0.140005714,0.330629049,,,,,
Distributed,FALSE,150.5,6,0.5,80,4.627906977,0.00379633,0.02086854,9.570565939,9.20625,16.5,18.4125,33,,57,0.026984534,0.0317757,0.138727844,0.329744374,,,,,
Distributed,FALSE,153,6,0.5,80,4.81372549,0.004956411,0.025925875,9.621727943,9.70625,17.5,19.4125,35,,58,0.026858873,0.03186571,0.137687141,0.326793654,,,,,
Distributed,FALSE,159,6,0.5,80,4.588050314,0.003877976,0.029927015,9.882014275,9.61875,20.5,19.2375,41,,59,0.027685359,0.031782562,0.139979892,0.323766603,,,,,
Distributed,FALSE,161,6,0.5,81,4.692546584,0.00388414,0.029932737,9.650485992,9.827160494,17,19.65432099,34,,60,0.028916606,0.032130776,0.138790538,0.32082196,,,,,
Distributed,FALSE,154.5,6,0.5,80,4.566343042,0.003720433,0.020923376,8.358514547,9.31875,18.5,18.6375,37,,61,0.028866602,0.031872471,0.138341661,0.320073761,,,,,
Distributed,FALSE,156,6,0.5,80,4.71474359,0.005787983,0.082357168,9.215862751,9.69375,14.5,19.3875,29,,62,0.028981226,0.031896937,0.138249422,0.408052153,,,,,
Distributed,FALSE,151.5,6,0.5,80,5.02640264,0.004382126,0.018466711,10.55228138,10.01875,15.5,20.0375,31,,63,0.028753295,0.032766419,0.137409731,0.408601611,,,,,
Distributed,FALSE,153,6,0.5,80,4.64379085,0.005110517,0.022443533,9.114707947,9.38125,14,18.7625,28,,64,0.028584606,0.032505546,0.137810119,0.406791916,,,,,
Distributed,FALSE,147,6,0.5,80,4.829931973,0.003829557,0.01692915,8.926094294,9.375,14.5,18.75,29,,65,0.028531737,0.032251357,0.137663571,0.408344601,,,,,
Distributed,FALSE,157,6,0.5,80,4.611464968,0.004599364,0.027929306,9.576105118,9.55,17.5,19.1,35,,66,0.028769753,0.032067292,0.136751321,0.404889899,,,,,
Distributed,FALSE,151.5,6,0.5,80,4.643564356,0.00397342,0.020949125,8.500954151,9.29375,16,18.5875,32,,67,0.028555882,0.031851282,0.135769902,0.403833306,,,,,
Distributed,FALSE,147,6,0.5,80,4.843537415,0.003886909,0.018533945,6.451054573,9.4,21,18.8,42,,68,0.028510261,0.031612527,0.13861455,0.404154128,,,,,
Distributed,FALSE,151.5,6,0.5,80,4.633663366,0.005499674,0.04988575,8.919952393,9.275,13.5,18.55,27,,69,0.028305374,0.03141677,0.139560663,0.410345055,,,,,
Distributed,FALSE,145,6,0.5,80,4.772413793,0.003616713,0.01603055,9.314844131,9.15,14,18.3,28,,70,0.028473907,0.031341785,0.139879328,0.412423746,,,,,
Distributed,FALSE,145.5,6,0.5,80,4.87628866,0.003527485,0.022927999,8.36981678,9.36875,14,18.7375,28,,71,0.028567667,0.031118053,0.140161139,0.410513956,,,,,
Distributed,FALSE,141.5,6,0.5,80,4.83745583,0.005330172,0.045408487,8.508625746,9.05625,14,18.1125,28,,72,0.02925754,0.0311808,0.140408636,0.412325544,,,,,
Distributed,FALSE,153.5,6,0.5,80,4.768729642,0.004426917,0.021955013,10.93149686,9.65,20,19.3,40,,73,0.029145231,0.031139133,0.141595954,0.410939251,,,,,
Distributed,FALSE,153.5,6,0.5,81,4.684039088,0.004107725,0.026935339,8.835963011,9.37654321,14,18.75308642,28,,74,0.029033036,0.030925296,0.141836688,0.408032708,,,,,
Distributed,FALSE,141,6,0.5,80,4.744680851,0.004383181,0.019015789,8.178765059,8.8625,14,17.725,28,,75,0.029765758,0.03139214,0.142047019,0.40812361,,,,,
Distributed,FALSE,158,6,0.5,80,4.648734177,0.00514414,0.023030996,10.21697569,9.68125,17,19.3625,34,,76,0.030115526,0.031395947,0.141114236,0.406348335,,,,,
Distributed,FALSE,159.5,6,0.5,80,4.554858934,0.004613385,0.038901567,8.682667017,9.58125,17,19.1625,34,,77,0.030666257,0.031278445,0.140199494,0.40477833,,,,,
Distributed,FALSE,147.5,6,0.5,80,4.881355932,0.004278269,0.019797802,8.168048382,9.5,14,19,28,,78,0.030562269,0.031103475,0.140412438,0.404487581,,,,,
Distributed,FALSE,148.5,6,0.5,80,4.589225589,0.005897597,0.049318075,8.922240734,9.01875,14.5,18.0375,29,,79,0.030409131,0.031223005,0.140205586,0.40900337,,,,,
Distributed,FALSE,150,6,0.5,80,4.503333333,0.003467911,0.015933514,8.917598486,8.94375,21,17.8875,42,,80,0.030219742,0.031469386,0.142678637,0.410989317,,,,,
Distributed,FALSE,144,6,0.5,80,4.517361111,0.004065407,0.017966032,8.748083353,8.63125,20.5,17.2625,41,,81,0.030428218,0.032511265,0.144255753,0.41165584,,,,,
Distributed,FALSE,152,6,0.5,80,4.720394737,0.003698769,0.024939537,8.611701965,9.46875,17.5,18.9375,35,,82,0.030258016,0.032329942,0.143461507,0.409453763,,,,,
Distributed,FALSE,147,6,0.5,80,4.75170068,0.004289715,0.017935276,10.27781343,9.23125,19.5,18.4625,39,,83,0.030186139,0.032175,0.143838195,0.410084402,,,,,
Distributed,FALSE,147.5,6,0.5,80,4.823728814,0.00432736,0.016842365,9.122602701,9.39375,15,18.7875,30,,84,0.030084506,0.031981455,0.14339911,0.411282249,,,,,
Distributed,FALSE,158,6,0.5,80,4.683544304,0.004084161,0.025021076,8.893377542,9.75,17,19.5,34,,85,0.030389114,0.032090798,0.142542016,0.409087976,,,,,
Distributed,FALSE,149,6,0.5,80,4.82885906,0.004522174,0.017315626,10.67042923,9.49375,17.5,18.9875,35,,86,0.030231321,0.031929919,0.141787137,0.409951333,,,,,
Distributed,FALSE,148.5,6,0.5,81,4.750841751,0.004213924,0.022627354,8.680609465,9.209876543,19.5,18.41975309,39,,87,0.03009135,0.031801605,0.142134493,0.408449351,,,,,
Distributed,FALSE,142.5,6,0.5,80,4.943859649,0.004257796,0.018959045,8.817080259,9.30625,18,18.6125,36,,88,0.030458021,0.031628031,0.141539571,0.408414421,,,,,
Distributed,FALSE,148.5,6,0.5,80,4.585858586,0.00506238,0.030743837,9.210409403,9.0125,18.5,18.025,37,,89,0.030316079,0.031714343,0.141170992,0.405715188,,,,,
Distributed,FALSE,149.5,6,0.5,80,4.451505017,0.003992338,0.025561571,10.02697515,8.81875,12.5,17.6375,25,,90,0.030152424,0.032143606,0.143015087,0.403524371,,,,,
Distributed,FALSE,147,6,0.5,80,4.768707483,0.003873008,0.017952204,8.925222874,9.2625,14.5,18.525,29,,91,0.030079907,0.031985098,0.1429179,0.403986195,,,,,
Distributed,FALSE,143.5,6,0.5,81,4.710801394,0.005698325,0.027111292,9.732130289,8.845679012,13.5,17.69135802,27,,92,0.030294865,0.032329914,0.143581431,0.401596799,,,,,
Distributed,FALSE,144.5,6,0.5,81,4.823529412,0.003816272,0.019399166,9.311559677,9.104938272,17.5,18.20987654,35,,93,0.030397206,0.0322767,0.142877581,0.401370286,,,,,
Distributed,FALSE,148,6,0.5,80,4.885135135,0.004967495,0.058364868,8.873929977,9.5375,19,19.075,38,,94,0.030273268,0.032164797,0.142833356,0.414031894,,,,,
Distributed,FALSE,161,6,0.5,80,4.704968944,0.003979734,0.019927263,8.984205246,9.96875,24.5,19.9375,49,,95,0.030995041,0.032686393,0.150092838,0.41362023,,,,,
Distributed,FALSE,152,6,0.5,80,4.578947368,0.003937166,0.018774271,9.718139887,9.2,17,18.4,34,,96,0.030851353,0.03256353,0.149286707,0.413676452,,,,,
Distributed,FALSE,143,6,0.5,80,4.706293706,0.004695376,0.029398918,8.996603489,8.9125,16,17.825,32,,97,0.031093241,0.032761207,0.148581019,0.41118188,,,,,
Distributed,FALSE,156,6,0.5,80,4.371794872,0.003826565,0.016957521,9.793480635,9.025,13.5,18.05,27,,98,0.031168244,0.032790902,0.149208823,0.41207747,,,,,
Distributed,FALSE,155.5,6,0.5,80,4.70096463,0.003603355,0.019509554,10.05302572,9.6375,21,19.275,42,,99,0.031197964,0.032763481,0.150613358,0.411795387,,,,,
Distributed,FALSE,153,6,0.5,80,4.633986928,0.003635949,0.024752378,8.131259918,9.3625,16,18.725,32,,100,0.031087179,0.032597444,0.149924742,0.409935614,,,150.305,9.348722994,
Prioritized,FALSE,122,6,0.5,80,5.413934426,0.023537751,0.114625454,6.090184689,8.75625,12,17.5125,24,,,,,,,,,,,
Prioritized,FALSE,126.5,6,0.5,80,5.442687747,0.020117817,0.119911909,5.539839506,9.10625,12,18.2125,24,,2,0.025609501,0.027710273,0,0.03187627,,0.417402029,12.505,,
Prioritized,FALSE,128.5,6,0.5,80,4.957198444,0.016571875,0.050589561,5.164810181,8.4625,12,16.925,24,,3,0.026492022,0.036727559,0,0.406007015,,,,,
Prioritized,FALSE,124,6,0.5,80,5.161290323,0.024361579,0.122085094,6.608269691,8.5,13,17,26,,4,0.022699564,0.034102215,0.040816327,0.336784751,,,,,
Prioritized,FALSE,129,6,0.5,80,5.096899225,0.019563501,0.12390852,7.32811141,8.71875,13,17.4375,26,,5,0.023643602,0.029531884,0.044171174,0.294610811,,,,,
Prioritized,FALSE,138.5,6,0.5,80,5.162454874,0.031733289,0.098737478,6.560867786,9.4375,13,18.875,26,,6,0.044946363,0.04258899,0.043817805,0.268224906,,,,,
Prioritized,FALSE,120,6,0.5,80,5.391666667,0.015592006,0.05593133,7.392640352,8.5875,13,17.175,26,,7,0.047891873,0.040400969,0.042518834,0.323477527,,,,,
Prioritized,FALSE,128,6,0.5,80,5.3828125,0.02253322,0.190138102,5.860020876,9.1125,13,18.225,26,,8,0.044392742,0.039337281,0.040993994,0.400479192,,,,,
Prioritized,FALSE,123,6,0.5,80,5.280487805,0.019393438,0.092567682,5.540324688,8.61875,13,17.2375,26,,9,0.043024257,0.037794429,0.039473684,0.384747782,,,,,
Prioritized,FALSE,128,6,0.5,80,4.90625,0.016343034,0.090318203,5.289927483,8.35,13,16.7,26,,10,0.040667106,0.039495098,0.03803511,0.372267851,,,,,
Prioritized,FALSE,130.5,6,0.5,80,5.049808429,0.017193415,0.134857893,5.147056818,8.7375,12,17.475,24,,11,0.039491846,0.037490973,0.039926437,0.353871719,,,,,
Prioritized,FALSE,136,6,0.5,80,5.139705882,0.021825394,0.09006238,5.509786844,9.2375,12,18.475,24,,12,0.042498969,0.038845946,0.040921482,0.345856922,,,,,
Prioritized,FALSE,133,6,0.5,80,4.87593985,0.017391553,0.085050344,5.27494216,8.60625,12.5,17.2125,25,,13,0.042074717,0.03776521,0.039242358,0.341359528,,,,,
Prioritized,FALSE,125.5,6,0.5,80,5.306772908,0.018687054,0.099996567,5.514773607,8.825,13,17.65,26,,14,0.040884976,0.036290821,0.038667019,0.329426072,,,,,
Prioritized,FALSE,131,6,0.5,80,5.332061069,0.02100197,0.079760551,5.579747677,9.23125,12.5,18.4625,25,,15,0.039787266,0.037173791,0.037346188,0.3286753,,,,,
Prioritized,FALSE,124,6,0.5,80,5.14516129,0.016998992,0.129546404,5.440099478,8.475,13,16.95,26,,16,0.039395487,0.037305885,0.036869281,0.318781968,,,,,
Prioritized,FALSE,129,6,0.5,80,5.046511628,0.018416943,0.210073471,5.449940443,8.6375,13,17.275,26,,17,0.03817646,0.036429121,0.036354647,0.371100669,,,,,
Prioritized,FALSE,124,6,0.5,81,5.217741935,0.044453486,0.282790899,8.983623028,8.487654321,13,16.97530864,26,,18,0.03783836,0.03631825,0.035821785,0.471745335,,,,,
Prioritized,FALSE,128.5,6,0.5,80,5.210116732,0.0188845,0.092699766,7.289524555,8.86875,13,17.7375,26,,19,0.03678288,0.035365828,0.035283267,0.467207467,,,,,
Prioritized,FALSE,133,6,0.5,80,5.063909774,0.037867889,0.185551643,7.527610779,8.91875,13,17.8375,26,,20,0.036846667,0.034584424,0.034747242,0.458733954,,,,,
Prioritized,FALSE,126.5,6,0.5,80,5.106719368,0.0159066,0.093729019,5.268677473,8.575,12,17.15,24,,21,0.036038401,0.034143998,0.036034379,0.455124944,,,,,
Prioritized,FALSE,127,6,0.5,80,5.228346457,0.016054195,0.046866655,5.347935677,8.8,13,17.6,26,,22,0.035223985,0.033322684,0.035568161,0.476252684,,,,,
Prioritized,FALSE,127,6,0.5,80,5.11023622,0.016966227,0.046901703,5.851338625,8.6125,12,17.225,24,,23,0.034462388,0.032811171,0.036599441,0.494857434,,,,,
Prioritized,FALSE,127,6,0.5,80,5.38976378,0.026541963,0.308405161,6.163878679,9.05625,13,18.1125,26,,24,0.033748138,0.032739544,0.036190711,0.555262492,,,,,
Prioritized,FALSE,123.5,6,0.5,80,5.267206478,0.022475087,0.059871912,6.48686409,8.63125,12,17.2625,24,,25,0.033791593,0.032250568,0.037037373,0.564703515,,,,,
Prioritized,FALSE,130.5,6,0.5,80,5.091954023,0.025395931,0.114008188,7.524366379,8.80625,12,17.6125,24,,26,0.033354991,0.031602726,0.03769654,0.554484808,,,,,
Prioritized,FALSE,132.5,6,0.5,80,4.981132075,0.023883414,0.103720188,7.551142454,8.75,13,17.5,26,,27,0.033410165,0.030997271,0.037385053,0.547084197,,,,,
Prioritized,FALSE,130,6,0.5,81,5.026923077,0.022003783,0.097099543,6.806167364,8.567901235,12,17.13580247,24,,28,0.032899967,0.030766841,0.037944207,0.541620538,,,,,
Prioritized,FALSE,129.5,6,0.5,80,5.204633205,0.026492512,0.090048552,6.909299135,8.925,14,17.85,28,,29,0.032361012,0.030378483,0.042373795,0.538196184,,,,,
Prioritized,FALSE,127.5,6,0.5,80,5.235294118,0.028637432,0.199198723,7.558583021,8.84375,12,17.6875,24,,30,0.031815606,0.029878944,0.042770003,0.531510675,,,,,
Prioritized,FALSE,131.5,6,0.5,80,5.079847909,0.02907143,0.124412775,8.15042901,8.85,12,17.7,24,,31,0.031614935,0.029408938,0.043073944,0.522037665,,,,,
Prioritized,FALSE,126,6,0.5,80,5.198412698,0.032151015,0.40987277,8.110777617,8.6875,13,17.375,26,,32,0.031266553,0.028996318,0.042678488,0.619943142,,,,,
Prioritized,FALSE,130,6,0.5,80,5.119230769,0.025581113,0.106756926,7.475320578,8.81875,12,17.6375,24,,33,0.030864055,0.028548846,0.04294563,0.614210201,,,,,
Prioritized,FALSE,130,6,0.5,80,5.276923077,0.035544381,0.131685257,9.554328918,9.075,13,18.15,26,,34,0.030475776,0.028686055,0.042589025,0.604445132,,,,,
Prioritized,FALSE,120.5,6,0.5,80,5.112033195,0.029114596,0.150587082,8.986777782,8.2,12,16.4,24,,35,0.031769024,0.03047497,0.042826008,0.593314549,,,,,
Prioritized,FALSE,128,6,0.5,81,5.359375,0.033815995,0.140681982,8.736052513,8.969135802,12,17.9382716,24,,36,0.031312108,0.030259912,0.043006313,0.583554198,,,,,
Prioritized,FALSE,129,6,0.5,80,5.120155039,0.026219257,0.090758324,7.99266386,8.75625,12,17.5125,24,,37,0.030893045,0.029839992,0.043138252,0.582247426,,,,,
Prioritized,FALSE,130.5,6,0.5,80,5.318007663,0.029295297,0.24139142,7.303854942,9.175,13,18.35,26,,38,0.030614455,0.030321707,0.04287703,0.578286865,,,,,
Prioritized,FALSE,129.5,6,0.5,80,5.135135135,0.023757937,0.134298086,6.47909236,8.8125,13,17.625,26,,39,0.030249894,0.029922204,0.042610686,0.570349021,,,,,
Prioritized,FALSE,131,6,0.5,80,5.198473282,0.027955618,0.101256847,8.286544085,9.0125,12.5,18.025,25,,40,0.030048645,0.029801016,0.042083446,0.567465493,,,,,
Prioritized,FALSE,124,6,0.5,80,5.157258065,0.02257338,0.213428736,6.780857563,8.49375,12,16.9875,24,,41,0.030137812,0.029917759,0.042236618,0.56027738,,,,,
Prioritized,FALSE,124,6,0.5,80,5.241935484,0.021288449,0.103722095,8.214446306,8.625,12,17.25,24,,42,0.030202238,0.029693065,0.042353195,0.557369208,,,,,
Prioritized,FALSE,122,6,0.5,80,5.118852459,0.017516453,0.056843042,6.684786081,8.30625,13,16.6125,26,,43,0.030724712,0.030503371,0.042151969,0.565018277,,,,,
Prioritized,FALSE,125,6,0.5,80,5.284,0.018854167,0.071817636,6.524986744,8.75625,13,17.5125,26,,44,0.030570711,0.030148193,0.041944668,0.568327612,,,,,
Prioritized,FALSE,133.5,6,0.5,80,5.048689139,0.01848877,0.091315269,6.828880072,8.925,13,17.85,26,,45,0.030908755,0.029911391,0.041732566,0.567231527,,,,,
Prioritized,FALSE,128,6,0.5,80,5.2578125,0.025314586,0.124661446,6.66127634,8.9125,13,17.825,26,,46,0.030563174,0.029661951,0.041516748,0.56126497,,,,,
Prioritized,FALSE,123,6,0.5,80,5.308943089,0.017184107,0.041906118,5.964823008,8.6625,13,17.325,26,,47,0.030775782,0.029404566,0.041298138,0.571949094,,,,,
Prioritized,FALSE,136.5,6,0.5,81,5.234432234,0.022302711,0.096742392,6.280866623,9.320987654,12,18.64197531,24,,48,0.031932856,0.030420995,0.04148371,0.56963853,,,,,
Prioritized,FALSE,129.5,6,0.5,80,5.266409266,0.019222885,0.072792768,5.974576712,9.025,12,18.05,24,,49,0.031634093,0.030340854,0.04163825,0.571802749,,,,,
Prioritized,FALSE,127,6,0.5,80,5.255905512,0.019697804,0.137597084,6.084509134,8.84375,13,17.6875,26,,50,0.031336285,0.030039119,0.041451048,0.564963392,,,,,
Prioritized,FALSE,128,6,0.5,80,5.2421875,0.020991005,0.277630091,6.215530634,8.8875,13,17.775,26,,51,0.0310215,0.029771726,0.041260697,0.571145749,,,,,
Prioritized,FALSE,130.5,6,0.5,80,5.137931034,0.017462158,0.054855824,5.934507847,8.88125,12,17.7625,24,,52,0.030820773,0.029506697,0.041418967,0.577391181,,,,,
