'Planner', 'Visualization',Simulation_Time,'Max nr of acs in grid', 'dt', 'Nr Spawned acs', 'Avg nr of acs in grid',Mean t CBS',Max_t_alg, 'Total time',Average_route_time_per_ac,Max_route_time_per_ac,'Average route length per ac','Max route length per ac',,,CoV TTT,CoV ARA,CoV MRT,CoV MAT,,,,,
Prioritized,FALSE,92,5,0.5,50,4.385869565,0.016235148,0.068804741,6.501574755,8.57,12,17.14,24,,49,0.04033142,0.034227822,0.035453237,0.326067342,,,,,
Prioritized,FALSE,99,5,0.5,51,4.318181818,0.016486269,0.07556963,4.979325294,8.882352941,13,17.76470588,26,,50,0.040246926,0.033932389,0.036083286,0.324739453,,,,,
Prioritized,FALSE,99.5,5,0.5,51,4.43718593,0.018957367,0.052438259,4.950199604,9.156862745,12,18.31372549,24,,51,0.04024951,0.034172208,0.035868759,0.321848932,,,,,
Prioritized,FALSE,96,5,0.5,51,4.375,0.01632187,0.037397385,5.625630617,8.735294118,12,17.47058824,24,,52,0.039855033,0.033840197,0.035656054,0.323756047,,,,,
Prioritized,FALSE,93.5,5,0.5,50,4.406417112,0.013232086,0.029953241,5.124118567,8.74,12,17.48,24,,53,0.039594553,0.033516513,0.03544531,0.329403739,,,,,
Prioritized,FALSE,97,5,0.5,50,4.25257732,0.01474894,0.069077492,4.660937548,8.75,13,17.5,26,,54,0.03926602,0.033200062,0.036030979,0.326746112,,,,,
Prioritized,FALSE,104.5,5,0.5,50,4.196172249,0.016549184,0.03689909,4.92567873,9.27,12,18.54,24,,55,0.040840627,0.033775486,0.035831849,0.328551764,,,,,
Prioritized,FALSE,100.5,5,0.5,50,4.303482587,0.018512258,0.087162018,5.520198107,9.15,12,18.3,24,,56,0.040984341,0.033937193,0.035634318,0.33195215,,,,,
Prioritized,FALSE,94.5,5,0.5,50,4.375661376,0.015101648,0.052794933,5.368383408,8.77,12,17.54,24,,57,0.040664633,0.033633462,0.035438493,0.329217771,,,,,
Prioritized,FALSE,94,5,0.5,50,4.244680851,0.013751988,0.041421652,4.60892272,8.48,13,16.96,26,,58,0.040390839,0.033651445,0.035985611,0.329257007,,,,,
Prioritized,FALSE,97.5,5,0.5,50,4.261538462,0.015845802,0.041889668,5.484021425,8.81,13,17.62,26,,59,0.040101296,0.033362435,0.036474882,0.329085117,,,,,
Prioritized,FALSE,94,5,0.5,50,4.228723404,0.014661976,0.032912731,5.297990084,8.45,12,16.9,24,,60,0.03984245,0.033437666,0.036297549,0.332402294,,,,,
Prioritized,FALSE,101,5,0.5,50,4.371287129,0.017348537,0.046874046,5.339047432,9.33,12,18.66,24,,61,0.040097863,0.03412581,0.03612118,0.33075638,,,,,
Prioritized,FALSE,97,5,0.5,50,4.190721649,0.016889984,0.081315041,5.350758076,8.63,13,17.26,26,,62,0.039791066,0.033920229,0.03657585,0.331656459,,,,,
Prioritized,FALSE,95.5,5,0.5,50,4.366492147,0.016004639,0.032912016,5.162216663,8.84,13,17.68,26,,63,0.039473421,0.033654905,0.036984885,0.334775804,,,,,
Prioritized,FALSE,90,5,0.5,50,4.388888889,0.014860738,0.036900759,5.223301649,8.4,12.5,16.8,25,,64,0.039927308,0.033834007,0.036740486,0.336102187,,,,,
Prioritized,FALSE,98.5,5,0.5,50,4.360406091,0.016639092,0.039894342,5.177347183,9.09,12,18.18,24,,65,0.039758201,0.033854953,0.036588699,0.336307454,,,,,
Prioritized,FALSE,97.5,5,0.5,50,4.241025641,0.016140994,0.051489115,5.282048225,8.77,12,17.54,24,,66,0.039502518,0.033593807,0.036437088,0.333926119,,,,,
Prioritized,FALSE,96,5,0.5,50,4.276041667,0.018057031,0.098888874,5.353899002,8.71,13,17.42,26,,67,0.039201716,0.033353889,0.036814773,0.34296559,,,,,
Prioritized,FALSE,94,5,0.5,50,4.303191489,0.016547787,0.095742226,5.207437515,8.59,12,17.18,24,,68,0.038985967,0.033210816,0.036670453,0.349016521,,,,,
Prioritized,FALSE,93.5,5,0.5,50,4.411764706,0.01495651,0.035903692,5.285679102,8.75,13,17.5,26,,69,0.038817542,0.032968012,0.037019485,0.350649769,,,,,
Prioritized,FALSE,99.5,5,0.5,50,4.306532663,0.017401691,0.050196171,5.189639568,9.07,12,18.14,24,,70,0.038797341,0.032966382,0.036882004,0.348611747,,,,,
Prioritized,FALSE,95.5,5,0.5,51,4.460732984,0.016985809,0.053847551,5.25255394,8.852941176,13,17.70588235,26,,71,0.038522712,0.032743179,0.037205466,0.346161853,,,,,
Prioritized,FALSE,85,5,0.5,50,4.288235294,0.013032432,0.033909798,5.057234526,7.79,13,15.58,26,,72,0.040554109,0.035157099,0.03749953,0.348384946,,,,,
Prioritized,FALSE,93,5,0.5,50,4.38172043,0.016160844,0.070817232,5.138850689,8.65,12,17.3,24,,73,0.040416754,0.034950129,0.037374948,0.346379315,,,,,
Prioritized,FALSE,97.5,5,0.5,51,4.338461538,0.017214789,0.052871466,5.204768419,8.794117647,12,17.58823529,24,,74,0.040193988,0.034711014,0.037249909,0.344135842,,,,,
Prioritized,FALSE,92,5,0.5,50,4.347826087,0.016043049,0.052042007,5.253996611,8.5,12,17,24,,75,0.040182396,0.03466027,0.037124541,0.342025242,,,,,
Prioritized,FALSE,101.5,5,0.5,50,4.157635468,0.016982223,0.051859856,5.605971098,8.94,13,17.88,26,,76,0.040506554,0.03450208,0.037410456,0.339973465,,,,,
Prioritized,FALSE,93.5,5,0.5,50,4.299465241,0.014757638,0.033911228,5.062979937,8.54,12,17.08,24,,77,0.040333559,0.034404456,0.037290637,0.342082597,,,,,
Prioritized,FALSE,98,5,0.5,50,4.224489796,0.018564014,0.056882143,5.294241905,8.78,13,17.56,26,,78,0.040155669,0.034180476,0.037557704,0.339673824,,,,,
Prioritized,FALSE,93.5,5,0.5,50,4.385026738,0.015866536,0.055851698,5.182964563,8.7,12,17.4,24,,79,0.039990182,0.033971386,0.03744311,0.337365271,,,,,
Prioritized,FALSE,95.5,5,0.5,50,4.282722513,0.016365679,0.046868086,5.155211926,8.68,13,17.36,26,,80,0.03973733,0.033773454,0.037693088,0.336107267,,,,,
Prioritized,FALSE,101,5,0.5,50,4.262376238,0.017083528,0.042918444,5.3078022,9.11,12,18.22,24,,81,0.039948984,0.033845114,0.037583416,0.335617056,,,,,
Prioritized,FALSE,97.5,5,0.5,50,4.379487179,0.018162718,0.058759212,5.482401848,9.04,13,18.08,26,,82,0.039746591,0.033807345,0.037817852,0.333319549,,,,,
Prioritized,FALSE,97,5,0.5,50,4.293814433,0.014994725,0.032914877,5.230192661,8.83,12,17.66,24,,83,0.039524169,0.033607898,0.037712819,0.335592448,,,,,
Prioritized,FALSE,90,5,0.5,50,4.438888889,0.020690675,0.198183537,5.554436684,8.49,12,16.98,24,,84,0.039854871,0.033591065,0.037607213,0.430958484,,,,,
Prioritized,FALSE,95.5,5,0.5,50,4.329842932,0.015889843,0.052892923,5.189151287,8.77,12,17.54,24,,85,0.039618254,0.033390301,0.037501131,0.428634485,,,,,
Prioritized,FALSE,95.5,5,0.5,50,4.476439791,0.01715606,0.044863462,5.172088146,9.05,13,18.1,26,,86,0.039385802,0.033370742,0.037731132,0.427529967,,,,,
Prioritized,FALSE,97,5,0.5,50,4.262886598,0.0154631,0.04723978,5.601036549,8.77,12,17.54,24,,87,0.039178294,0.033175982,0.037629301,0.426021768,,,,,
Prioritized,FALSE,100,5,0.5,50,4.24,0.017460323,0.088766575,5.066598892,8.98,13,17.96,26,,88,0.039228045,0.033079699,0.037845981,0.425593267,,,,,
Prioritized,FALSE,97.5,5,0.5,50,4.476923077,0.01825601,0.036617279,5.384980679,9.23,13,18.46,26,,89,0.039045466,0.033344957,0.038045983,0.426327511,,,,,
Prioritized,FALSE,97.5,5,0.5,50,4.338461538,0.015641884,0.040253639,5.481952429,8.96,12,17.92,24,,90,0.038865222,0.033226101,0.037952626,0.426177028,,,,,
Prioritized,FALSE,98,5,0.5,50,4.37755102,0.017534646,0.070811749,5.525505781,9.08,12,18.16,24,,91,0.038715652,0.033229868,0.037858627,0.423528863,,,,,
Prioritized,FALSE,97,5,0.5,50,4.541237113,0.019862094,0.052862167,5.401096582,9.31,13,18.62,26,,92,0.038519346,0.033624682,0.038051829,0.42141909,,,,,
Prioritized,FALSE,94,5,0.5,50,4.281914894,0.013278195,0.025933266,5.180750847,8.55,12,17.1,24,,93,0.038367264,0.033564147,0.03796144,0.425143063,,,,,
Prioritized,FALSE,107.5,5,0.5,51,4.293023256,0.019379695,0.056981564,4.916337013,9.549019608,12.5,19.09803922,25,,94,0.040137228,0.034549554,0.037777082,0.422700473,,,,,
Prioritized,FALSE,96,5,0.5,50,4.505208333,0.019300423,0.061147451,5.390544653,9.15,13,18.3,26,,95,0.039922892,0.034607958,0.037958851,0.420106426,,,,,
Prioritized,FALSE,94.5,5,0.5,51,4.386243386,0.01601611,0.052898169,5.536839724,8.62745098,12,17.25490196,24,,96,0.039746892,0.034485445,0.037875307,0.4180753,,,,,
Prioritized,FALSE,96.5,5,0.5,50,4.305699482,0.015212916,0.077838659,4.989075184,8.81,12.5,17.62,25,,97,0.039541874,0.034305303,0.037695857,0.416243323,,,,,
Prioritized,FALSE,91,5,0.5,50,4.247252747,0.013775748,0.06374979,4.860104322,8.23,13,16.46,26,,98,0.039696345,0.03475438,0.03786732,0.413733985,,,,,
Prioritized,FALSE,93,5,0.5,50,4.349462366,0.01350908,0.051446676,4.61963582,8.59,12,17.18,24,,99,0.039618671,0.034656576,0.03779005,0.411968525,,,,,
Prioritized,FALSE,101,5,0.5,50,4.232673267,0.014889343,0.035915852,4.512916803,9.05,13,18.1,26,,100,0.039764345,0.034603903,0.03795291,0.412821918,,,95.88,8.786094118,
Distributed,FALSE,105,5,0.5,50,4.19047619,0.001550652,0.017050266,3.971329451,9.3,12.5,18.6,25,,,,,,,,,,,
Distributed,FALSE,113,5,0.5,51,4.128318584,0.00162845,0.016187429,3.959457636,9.647058824,12.5,19.29411765,25,,2,0.051897745,0.025904564,0,0.036712407,,0.067394495,19,,
Distributed,FALSE,105,5,0.5,50,3.966666667,0.001144024,0.018265009,3.943943977,8.83,15.5,17.66,31,,3,0.042899091,0.044288498,0.12830006,0.060797511,,,,,
Distributed,FALSE,108.5,5,0.5,50,4.059907834,0.002529419,0.011939287,5.210235119,9.31,19,18.62,38,,4,0.035172043,0.036216199,0.207887679,0.173358081,,,,,
Distributed,FALSE,112,5,0.5,50,4.026785714,0.001638467,0.013586044,4.818280458,9.52,13.5,19.04,27,,5,0.03466687,0.033393073,0.188200434,0.168077095,,,,,
Distributed,FALSE,116.5,5,0.5,51,4.025751073,0.001986743,0.011968374,5.473936796,9.696078431,16.5,19.39215686,33,,6,0.042152811,0.033851667,0.172769371,0.182563359,,,,,
Distributed,FALSE,99,5,0.5,50,4.141414141,0.003332669,0.022945642,8.225895405,8.7,13,17.4,26,,7,0.054719521,0.041831686,0.168109951,0.246296651,,,,,
Distributed,FALSE,112.5,5,0.5,50,3.933333333,0.003253062,0.01396513,7.923272848,9.35,17,18.7,34,,8,0.052126359,0.03877149,0.162450282,0.236127046,,,,,
Distributed,FALSE,108.5,5,0.5,50,4.036866359,0.001944068,0.013445139,6.124411821,9.26,18,18.52,36,,9,0.048799894,0.036302891,0.162907468,0.229875561,,,,,
Distributed,FALSE,109,5,0.5,50,4.091743119,0.002111238,0.023003578,5.784693003,9.42,14,18.84,28,,10,0.046005418,0.034461937,0.157165645,0.253326642,,,,,
Distributed,FALSE,108,5,0.5,50,4.009259259,0.002105178,0.011968613,5.167051792,9.16,14,18.32,28,,11,0.043748517,0.033068051,0.151894959,0.259247911,,,,,
Distributed,FALSE,108,5,0.5,50,3.949074074,0.002080304,0.012939692,6.190449238,9.03,14.5,18.06,29,,12,0.041795193,0.032626129,0.145643816,0.256720851,,,,,
Distributed,FALSE,110.5,5,0.5,50,4.036199095,0.002910986,0.035741568,6.054746628,9.42,16,18.84,32,,13,0.040214196,0.031524374,0.139946199,0.394951266,,,,,
Distributed,FALSE,111,5,0.5,50,3.900900901,0.00213264,0.026920795,6.204060316,9.16,12.5,18.32,25,,14,0.038929856,0.03051319,0.143758784,0.392852114,,,,,
Distributed,FALSE,105,5,0.5,50,4.004761905,0.002327145,0.018950462,5.885017395,8.91,17.5,17.82,35,,15,0.038807656,0.031161307,0.144036088,0.377346997,,,,,
Distributed,FALSE,108.5,5,0.5,50,4.046082949,0.003008347,0.057849169,5.345146179,9.28,14,18.56,28,,16,0.037502514,0.030110863,0.1408966,0.584214239,,,,,
Distributed,FALSE,112,5,0.5,50,4.09375,0.001725879,0.00932312,4.539462328,9.67,17,19.34,34,,17,0.036963016,0.031086262,0.139111861,0.599995799,,,,,
Distributed,FALSE,110,5,0.5,50,4.090909091,0.003255212,0.027925968,7.741590738,9.5,13.5,19,27,,18,0.035913101,0.030657299,0.138115816,0.5769259,,,,,
Distributed,FALSE,108,5,0.5,50,3.935185185,0.001969941,0.011920214,6.086606979,9,18.5,18,37,,19,0.034981557,0.030674451,0.142578236,0.581079718,,,,,
Distributed,FALSE,107.5,5,0.5,50,3.948837209,0.00220931,0.019149303,5.492818356,8.99,12,17.98,24,,20,0.034200608,0.030666348,0.148145233,0.566535678,,,,,
Distributed,FALSE,107.5,5,0.5,50,3.995348837,0.001706643,0.01225543,5.559517384,9.09,14,18.18,28,,21,0.033468484,0.030176007,0.145678489,0.568644788,,,,,
Distributed,FALSE,111.5,5,0.5,50,4.112107623,0.001774731,0.01462388,4.890609503,9.67,14,19.34,28,,22,0.03304745,0.03093761,0.143310656,0.563717086,,,,,
Distributed,FALSE,114,5,0.5,50,4.061403509,0.001823604,0.00893569,4.604794264,9.76,15,19.52,30,,23,0.033645561,0.032109051,0.139998651,0.575260115,,,,,
Distributed,FALSE,108.5,5,0.5,50,4.152073733,0.00166317,0.005962133,4.484485626,9.51,13.5,19.02,27,,24,0.032936802,0.031741373,0.138920529,0.596514029,,,,,
Distributed,FALSE,102,5,0.5,50,4.254901961,0.001818345,0.015794516,4.398061991,9.18,15.5,18.36,31,,25,0.034878357,0.031194814,0.136016603,0.587660669,,,,,
Distributed,FALSE,106,5,0.5,50,4.169811321,0.00162913,0.015575171,4.305085182,9.34,14.5,18.68,29,,26,0.034589407,0.030573855,0.133527379,0.579553413,,,,,
Distributed,FALSE,107,5,0.5,50,4.070093458,0.002355998,0.059835196,4.514806271,9.21,17,18.42,34,,27,0.034075854,0.030043612,0.133009947,0.665770076,,,,,
Distributed,FALSE,105,5,0.5,50,4.019047619,0.001711857,0.016063213,4.336853266,8.94,14,17.88,28,,28,0.034082519,0.030384974,0.131416917,0.658396497,,,,,
Distributed,FALSE,110,5,0.5,50,3.927272727,0.001642921,0.011680841,4.383101463,9.14,13.5,18.28,27,,29,0.033546397,0.029985193,0.130730325,0.659837336,,,,,
Distributed,FALSE,103.5,5,0.5,50,4.173913043,0.001856441,0.013085127,4.349392176,9.14,17,18.28,34,,30,0.034107459,0.029598788,0.130404188,0.657899295,,,,,
Distributed,FALSE,103,5,0.5,50,4.218446602,0.00177831,0.011071444,4.985344887,9.19,15,18.38,30,,31,0.034770051,0.029151905,0.128203778,0.660004122,,,,,
Distributed,FALSE,112.5,5,0.5,51,4.053333333,0.001667741,0.010497808,4.563467264,9.441176471,15.5,18.88235294,31,,32,0.034861549,0.02884958,0.126135423,0.66298171,,,,,
Distributed,FALSE,106,5,0.5,50,4.160377358,0.002214667,0.017157555,6.877778769,9.32,12.5,18.64,25,,33,0.034546871,0.028404138,0.128103211,0.65404363,,,,,
Distributed,FALSE,115.5,5,0.5,50,4.047619048,0.00293401,0.010970116,8.429605961,9.85,14,19.7,28,,34,0.035807573,0.029866601,0.126807433,0.655569913,,,,,
Distributed,FALSE,105.5,5,0.5,50,4.137440758,0.002690833,0.02059269,6.719386578,9.23,16,18.46,32,,35,0.035616511,0.029451476,0.125303104,0.643815436,,,,,
Distributed,FALSE,114,5,0.5,51,4.083333333,0.002373914,0.025939941,5.541576147,9.62745098,12.5,19.25490196,25,,36,0.036082035,0.029620884,0.126983686,0.631038988,,,,,
Distributed,FALSE,110.5,5,0.5,50,4.022624434,0.005176372,0.067394495,7.337357521,9.39,13,18.78,26,,37,0.035678497,0.02924244,0.127295294,0.708660614,,,,,
Distributed,FALSE,109.5,5,0.5,50,4.00913242,0.002788144,0.017937422,7.522698641,9.28,15,18.56,30,,38,0.035209365,0.028848978,0.125537712,0.700916943,,,,,
Distributed,FALSE,111.5,5,0.5,50,3.905829596,0.001632126,0.008036137,6.456450224,9.21,15.5,18.42,31,,39,0.034971092,0.028517724,0.123954644,0.708902243,,,,,
Distributed,FALSE,107.5,5,0.5,50,4.08372093,0.001781878,0.016074419,4.644413471,9.28,15,18.56,30,,40,0.034575983,0.028153105,0.122333107,0.703341734,,,,,
Distributed,FALSE,108.5,5,0.5,50,3.935483871,0.002203061,0.016987562,4.837641001,9.04,12.5,18.08,25,,41,0.034143789,0.028155817,0.123725631,0.696843816,,,,,
Distributed,FALSE,103,5,0.5,50,3.922330097,0.001619885,0.005985022,5.351939917,8.58,12,17.16,24,,42,0.034723686,0.030277528,0.126146669,0.708111679,,,,,
Distributed,FALSE,105.5,5,0.5,50,4,0.001635502,0.013798952,4.997280359,8.94,13,17.88,26,,43,0.034598651,0.030444861,0.12622037,0.705354001,,,,,
Distributed,FALSE,107,5,0.5,50,3.906542056,0.001546405,0.006980181,4.690386534,8.86,14,17.72,28,,44,0.034267151,0.030841877,0.125058525,0.713765477,,,,,
Distributed,FALSE,106,5,0.5,50,4.25,0.001874224,0.020287514,4.672814846,9.51,17.5,19.02,35,,45,0.034060233,0.030738671,0.1264442,0.704315441,,,,,
Distributed,FALSE,113.5,5,0.5,50,4.04845815,0.001774187,0.018944263,4.657772064,9.69,14.5,19.38,29,,46,0.034351481,0.031110979,0.125088296,0.696198736,,,,,
Distributed,FALSE,111,5,0.5,50,4.031531532,0.001895573,0.017067432,4.482377052,9.45,18,18.9,36,,47,0.03412375,0.03088371,0.127354093,0.689939495,,,,,
Distributed,FALSE,110.5,5,0.5,50,3.932126697,0.001866576,0.019330025,4.824853182,9.19,16,18.38,32,,48,0.033844205,0.030589383,0.126339522,0.682031938,,,,,
Distributed,FALSE,108.5,5,0.5,50,4.313364055,0.001774162,0.015493393,4.455392361,9.86,16,19.72,32,,49,0.033490742,0.031539973,0.125342984,0.677641032,,,,,
Distributed,FALSE,101.5,5,0.5,50,4.167487685,0.001851925,0.012479305,4.550153732,8.96,13,17.92,26,,50,0.034458289,0.031633841,0.125584185,0.676722738,,,,,
Distributed,FALSE,106,5,0.5,50,4.193396226,0.001817766,0.014964819,4.679090738,9.39,14,18.78,28,,51,0.03427474,0.031352105,0.12467737,0.672925592,,,,,
Distributed,FALSE,111.5,5,0.5,50,4.040358744,0.002114237,0.020908833,4.651530981,9.51,12.5,19.02,25,,52,0.034147481,0.031213549,0.125653381,0.664804044,,,,,
Distributed,FALSE,100,5,0.5,50,4.06,0.001870468,0.014009714,4.512800217,8.62,13,17.24,26,,53,0.035530536,0.032492691,0.125760299,0.662191758,,,,,
Distributed,FALSE,105.5,5,0.5,50,4.18957346,0.0021676,0.023939371,5.202310801,9.34,14,18.68,28,,54,0.035387561,0.032194808,0.124845615,0.653533264,,,,,
Distributed,FALSE,104.5,5,0.5,50,4.052631579,0.0016019,0.011424065,4.648739576,8.97,14,17.94,28,,55,0.035392003,0.032222866,0.123949293,0.654006598,,,,,
Distributed,FALSE,113.5,5,0.5,50,3.9030837,0.001606694,0.005964756,4.539115906,9.36,14,18.72,28,,56,0.035645363,0.031949284,0.123070799,0.662241279,,,,,
Distributed,FALSE,111.5,5,0.5,50,4.053811659,0.001643328,0.008593559,4.496451139,9.54,13.5,19.08,27,,57,0.035525286,0.0318775,0.122587253,0.666110131,,,,,
Distributed,FALSE,108.5,5,0.5,51,3.986175115,0.001674582,0.017067432,4.526833534,8.980392157,13.5,17.96078431,27,,58,0.035211917,0.031891008,0.122100825,0.660815722,,,,,
Distributed,FALSE,108.5,5,0.5,50,3.824884793,0.001867491,0.014749765,4.364288807,8.8,12.5,17.6,25,,59,0.034906696,0.032328334,0.122809691,0.657462865,,,,,
Distributed,FALSE,106.5,5,0.5,50,3.943661972,0.002066609,0.014959335,4.62319541,8.9,15,17.8,30,,60,0.034689406,0.032472123,0.121762169,0.653971833,,,,,
Distributed,FALSE,107,5,0.5,50,4.107476636,0.001835458,0.015307665,5.246776581,9.29,12.5,18.58,25,,61,0.034441167,0.032201687,0.122417861,0.650244786,,,,,
Distributed,FALSE,116.5,5,0.5,50,3.78111588,0.001539147,0.012583256,4.593884945,9.31,14,18.62,28,,62,0.035443769,0.031941743,0.121582711,0.649010476,,,,,
Distributed,FALSE,111.5,5,0.5,50,3.932735426,0.00165992,0.015648842,4.449667692,9.27,13.5,18.54,27,,63,0.035321696,0.03168286,0.121077975,0.645096364,,,,,
Distributed,FALSE,103,5,0.5,50,4.252427184,0.001885809,0.016028404,4.499115467,9.26,13,18.52,26,,64,0.03563203,0.03143035,0.121033039,0.640979801,,,,,
Distributed,FALSE,112,5,0.5,50,4.049107143,0.00194149,0.013306618,4.543108702,9.57,18,19.14,36,,65,0.035574793,0.031444764,0.123283166,0.639087492,,,,,
Distributed,FALSE,106.5,5,0.5,50,4.018779343,0.001814615,0.01941371,4.490790367,9.06,15,18.12,30,,66,0.035378748,0.031329589,0.122331483,0.633272176,,,,,
Distributed,FALSE,110,5,0.5,50,4.127272727,0.002147533,0.010596037,5.270471334,9.58,17,19.16,34,,67,0.035147347,0.031359353,0.122796204,0.634092021,,,,,
Distributed,FALSE,115.5,5,0.5,50,4,0.001653867,0.007977962,4.707994699,9.74,13.5,19.48,27,,68,0.03573206,0.031714342,0.122357012,0.637886113,,,,,
Distributed,FALSE,105,5,0.5,51,4.223809524,0.001841088,0.021045923,4.607426167,9.196078431,14,18.39215686,28,,69,0.035702394,0.031499627,0.121622039,0.631745065,,,,,
Distributed,FALSE,107.5,5,0.5,50,4.125581395,0.001921475,0.019935846,4.640764713,9.37,14.5,18.74,29,,70,0.035464243,0.031291664,0.120748702,0.62608763,,,,,
Distributed,FALSE,102.5,5,0.5,50,4.165853659,0.001598202,0.007015467,4.730546713,9.04,13.5,18.08,27,,71,0.035840193,0.031220797,0.120329595,0.630942385,,,,,
Distributed,FALSE,109.5,5,0.5,50,4.091324201,0.001632417,0.014015198,4.65192008,9.46,13,18.92,26,,72,0.035602155,0.031085834,0.120326543,0.628532051,,,,,
Distributed,FALSE,106.5,5,0.5,50,3.96713615,0.002180566,0.022046804,5.101711035,8.95,12.5,17.9,25,,73,0.03542267,0.031150571,0.120845111,0.622626571,,,,,
Distributed,FALSE,104.5,5,0.5,51,4.114832536,0.001738126,0.01438427,5.109353781,8.931372549,12.5,17.8627451,25,,74,0.035442111,0.03123802,0.121320939,0.620073718,,,,,
Distributed,FALSE,105.5,5,0.5,50,4.17535545,0.001701939,0.006979465,4.624701023,9.31,13.5,18.62,27,,75,0.035343244,0.031029647,0.120864439,0.624662648,,,,,
Distributed,FALSE,106.5,5,0.5,50,4.122065728,0.001709711,0.012091398,4.59837389,9.28,15,18.56,30,,76,0.035165847,0.030822035,0.120071022,0.623815232,,,,,
Distributed,FALSE,111.5,5,0.5,51,3.964125561,0.001908289,0.007986546,4.509776831,9.166666667,13.5,18.33333333,27,,77,0.035085203,0.03064614,0.119632872,0.626987278,,,,,
Distributed,FALSE,108,5,0.5,50,3.907407407,0.001662606,0.012428522,4.578522205,8.94,12.5,17.88,25,,78,0.034859442,0.030714653,0.12005618,0.625772115,,,,,
Distributed,FALSE,108,5,0.5,50,3.990740741,0.002536278,0.032911062,5.142927885,9.12,16,18.24,32,,79,0.034637983,0.030569322,0.119736281,0.623358461,,,,,
Distributed,FALSE,104,5,0.5,50,4.038461538,0.002073941,0.022410631,5.502871275,8.9,12.5,17.8,25,,80,0.034720874,0.03069417,0.120142767,0.617973004,,,,,
Distributed,FALSE,112,5,0.5,50,3.964285714,0.001638178,0.014064312,4.440110445,9.38,14.5,18.76,29,,81,0.034702381,0.030535037,0.119384101,0.615795566,,,,,
Distributed,FALSE,111.5,5,0.5,50,3.955156951,0.001689922,0.013933659,4.859733105,9.32,16,18.64,32,,82,0.034629394,0.030353568,0.119087565,0.613720059,,,,,
Distributed,FALSE,105,5,0.5,50,4.138095238,0.001765876,0.016116381,4.466091156,9.19,14.5,18.38,29,,83,0.03459593,0.030180221,0.118355428,0.610412822,,,,,
Distributed,FALSE,106,5,0.5,51,3.849056604,0.001617892,0.007862091,4.649753571,8.5,14,17,28,,84,0.034473252,0.031317604,0.117735395,0.613511551,,,,,
Distributed,FALSE,114.5,5,0.5,50,3.908296943,0.001946701,0.008951902,4.774101019,9.45,18,18.9,36,,85,0.034808005,0.031215298,0.119677258,0.61541357,,,,,
Distributed,FALSE,103,5,0.5,50,4.116504854,0.001855526,0.013934135,5.363921404,8.98,12.5,17.96,25,,86,0.03502871,0.031197854,0.120084745,0.613308941,,,,,
Distributed,FALSE,113.5,5,0.5,50,4.308370044,0.001920683,0.01797533,4.764413595,10.28,18,20.56,36,,87,0.035186551,0.033218,0.121872439,0.609300062,,,,,
Distributed,FALSE,101,5,0.5,50,4.237623762,0.001644164,0.012891293,4.544452667,9.06,13,18.12,26,,88,0.035748795,0.033111693,0.121821848,0.607925539,,,,,
Distributed,FALSE,108,5,0.5,50,3.958333333,0.001634189,0.009361744,4.327168703,9.05,15.5,18.1,31,,89,0.035546922,0.033013964,0.12125625,0.609311397,,,,,
Distributed,FALSE,110.5,5,0.5,50,3.914027149,0.001528653,0.0131073,4.721293449,9.15,12.5,18.3,25,,90,0.035406154,0.032852399,0.121637633,0.607763349,,,,,
Distributed,FALSE,115.5,5,0.5,50,3.753246753,0.002108299,0.022043943,5.100553989,9.17,15,18.34,30,,91,0.035870186,0.032685241,0.120970351,0.60318502,,,,,
Distributed,FALSE,106,5,0.5,50,4.04245283,0.001940491,0.008978844,4.744798899,9.07,14.5,18.14,29,,92,0.035753028,0.032575028,0.120302877,0.604851365,,,,,
Distributed,FALSE,109,5,0.5,50,4.096330275,0.001562601,0.00599885,4.464553118,9.43,13,18.86,26,,93,0.035561585,0.032455067,0.120253868,0.609393284,,,,,
Distributed,FALSE,106,5,0.5,50,4.198113208,0.00163502,0.023896694,4.372670889,9.4,15,18.8,30,,94,0.035448028,0.032318032,0.119618192,0.60497973,,,,,
Distributed,FALSE,109,5,0.5,51,3.935779817,0.001519692,0.011583328,4.298257589,8.911764706,18.5,17.82352941,37,,95,0.035262609,0.032377885,0.121988246,0.604481104,,,,,
Distributed,FALSE,104,5,0.5,50,3.980769231,0.001504981,0.018311977,4.061171055,8.78,13.5,17.56,27,,96,0.035326699,0.032635166,0.121645634,0.600726366,,,,,
Distributed,FALSE,113,5,0.5,50,4.030973451,0.001731613,0.015670776,4.398369074,9.61,17.5,19.22,35,,97,0.0354044,0.032701006,0.122544967,0.597952996,,,,,
Distributed,FALSE,110,5,0.5,50,3.945454545,0.001684814,0.031289101,4.248423338,9.18,12.5,18.36,25,,98,0.035250496,0.032542528,0.122909616,0.596188776,,,,,
Distributed,FALSE,113,5,0.5,50,4.088495575,0.00176655,0.011968136,4.835562944,9.74,19,19.48,38,,99,0.035320059,0.032800837,0.12575873,0.595536124,,,,,
Distributed,FALSE,113,5,0.5,50,3.973451327,0.001662208,0.017402887,4.281305552,9.48,16,18.96,32,,100,0.035382743,0.032720492,0.125385412,0.592277263,,,108.435,9.253180392,
Distributed,FALSE,147,6,0.5,80,4.612244898,0.004352506,0.029926777,9.61732626,8.975,13.5,17.95,27,,,,,,,,,,,
